address,property_type,area_name,municipality,is_savedalen,sale_type,sold_date,year,month,final_price_sek,asking_price_sek,price_change_sek,price_change_percent,living_area_m2,extra_area_m2,rooms,plot_area_m2,price_per_m2,bid_change_percent,source_url,detail_url,build_year,energy_class,operating_cost_sek_per_year,monthly_fee_sek,ownership_type,latitude,longitude,days_on_market,has_detail_data,model_latitude,model_longitude,coordinate_source,area_group,distance_to_partille_center_km,distance_to_gothenburg_center_km,distance_to_savedalen_center_km,price_outlier_flag,area_outlier_flag,plot_outlier_flag
Ulvåsvägen 19,Villa,Partille kommun,Partille,no,Lagfart,2026-01-12,2026,1,5200000,5174000.0,26000.0,0.5,122.0,20.0,,445.0,42600.0,0.5,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Partille,1.43,9.68,3.48,no,no,no
Åbovägen 10,Villa,Furuskog,Partille,no,Slutpris,2025-12-19,2025,12,5850000,5897000.0,-47000.0,-0.8,141.0,39.0,5.0,693.0,41500.0,-0.8,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=5,https://www.booli.se/bostad/3362690,1981,,,,,57.71819427,12.12951751,,yes,57.71819427,12.12951751,detail_page,Partille kommun,2.73,9.26,3.77,no,no,no
Östra Fjällvägen 21,Villa,Sävedalen,Partille,yes,Slutpris,2025-12-18,2025,12,7750000,,,,133.0,60.0,5.0,1101.0,58300.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=5,https://www.booli.se/bostad/3362690,1981,,,,,57.71819427,12.12951751,,yes,57.71819427,12.12951751,detail_page,Sävedalen,2.73,9.26,3.77,no,no,no
Ulvåsvägen 18,Villa,Mellby,Partille,no,Slutpris,2025-12-18,2025,12,8400000,8651000.0,-251000.0,-2.9,206.0,53.0,8.0,801.0,40800.0,-2.9,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=5,https://www.booli.se/bostad/3362690,1981,,,,,57.71819427,12.12951751,,yes,57.71819427,12.12951751,detail_page,Mellby,2.73,9.26,3.77,no,no,no
Ribbstolsvägen 3,Radhus,Lexby,Partille,no,Lagfart,2025-12-18,2025,12,3950000,,,,124.0,64.0,6.0,174.0,31900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=5,https://www.booli.se/bostad/3362690,1981,,,,,57.71819427,12.12951751,,yes,57.71819427,12.12951751,detail_page,Lexby,2.73,9.26,3.77,no,no,no
Mimersvägen 7,Villa,Sävedalen,Partille,yes,Slutpris,2025-12-15,2025,12,7040000,7434000.0,-394000.0,-5.3,160.0,110.0,7.0,746.0,44000.0,-5.3,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=5,https://www.booli.se/bostad/3362690,1981,,,,,57.71819427,12.12951751,,yes,57.71819427,12.12951751,detail_page,Sävedalen,2.73,9.26,3.77,no,no,no
Lilla Hålsjövägen 3,Villa,Partille kommun,Partille,no,Slutpris,2025-12-15,2025,12,11250000,11538000.0,-288000.0,-2.5,159.0,50.0,7.0,1070.0,51200.0,-2.5,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=6,https://www.booli.se/bostad/4075715,2018,,,,,57.6831583,12.10318057,,yes,57.6831583,12.10318057,detail_page,Partille,6.27,8.16,5.75,no,no,no
Knektevägen 56,Radhus,Partille kommun,Partille,no,Lagfart,2025-12-15,2025,12,7100000,7335000.0,-235000.0,-3.2,194.0,,6.0,236.0,36600.0,-3.2,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=5,https://www.booli.se/bostad/3362690,1981,,,,,57.71819427,12.12951751,,yes,57.71819427,12.12951751,detail_page,Partille,2.73,9.26,3.77,no,no,no
Vitsordsvägen 13,Villa,Furuskog,Partille,no,Slutpris,2025-12-12,2025,12,6775000,7013000.0,-238000.0,-3.4,159.0,25.0,7.0,1359.0,42600.0,-3.4,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=6,https://www.booli.se/bostad/4075715,2018,,,,,57.6831583,12.10318057,,yes,57.6831583,12.10318057,detail_page,Partille kommun,6.27,8.16,5.75,no,no,no
Hålsjövägen 28,Villa,Öjersjö,Partille,no,Lagfart,2025-12-11,2025,12,6650000,,,,80.0,80.0,5.0,1351.0,83100.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Öjersjö,1.58,7.27,1.21,no,no,no
Brattåskärrsvägen 62D,Radhus,Sävedalen,Partille,yes,Slutpris,2025-12-10,2025,12,5200000,5200000.0,0.0,0.0,105.0,6.0,5.0,147.0,49500.0,0.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=6,https://www.booli.se/bostad/4075715,2018,,,,,57.6831583,12.10318057,,yes,57.6831583,12.10318057,detail_page,Sävedalen,6.27,8.16,5.75,no,no,no
Sotenäsvägen 26,Villa,Sävedalen,Partille,yes,Lagfart,2025-12-10,2025,12,5450000,,,,112.0,52.0,5.0,788.0,48700.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Sävedalen,1.58,7.27,1.21,no,no,no
Riddar Tures väg 5,Villa,Paradiset,Partille,no,Lagfart,2025-12-07,2025,12,3450000,3409000.0,41000.0,1.2,90.0,54.0,4.0,940.0,38300.0,1.2,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=4,https://www.booli.se/bostad/3380873,1947,,,,,57.72781354,12.06520369,,yes,57.72781354,12.06520369,detail_page,Partille kommun,2.78,5.78,0.6,no,no,no
Idas väg 11,Villa,Partille kommun,Partille,no,Lagfart,2025-12-05,2025,12,9700000,9700000.0,0.0,0.0,,,,453.0,,0.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=6,https://www.booli.se/bostad/4075715,2018,,,,,57.6831583,12.10318057,,yes,57.6831583,12.10318057,detail_page,Partille,6.27,8.16,5.75,no,no,no
Tåbäcksvägen 53,Radhus,Öjersjö,Partille,no,Slutpris,2025-12-04,2025,12,5200000,4920000.0,280000.0,5.7,118.0,,5.0,,44100.0,5.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=6,https://www.booli.se/bostad/4075715,2018,,,,,57.6831583,12.10318057,,yes,57.6831583,12.10318057,detail_page,Öjersjö,6.27,8.16,5.75,no,no,no
Gökegårdshöjden 49,Villa,Partille kommun,Partille,no,Lagfart,2025-12-03,2025,12,3146000,,,,,,,285.0,,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=6,https://www.booli.se/bostad/4075715,2018,,,,,57.6831583,12.10318057,,yes,57.6831583,12.10318057,detail_page,Partille,6.27,8.16,5.75,no,no,no
Nygårdsvägen 30D,Radhus,Lexby,Partille,no,Slutpris,2025-12-01,2025,12,2800000,3001000.0,-201000.0,-6.7,87.0,23.0,4.0,76.0,32200.0,-6.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=6,https://www.booli.se/bostad/4075715,2018,,,,,57.6831583,12.10318057,,yes,57.6831583,12.10318057,detail_page,Lexby,6.27,8.16,5.75,no,no,no
Örnåshöjden 6,Villa,Partille kommun,Partille,no,Lagfart,2025-12-01,2025,12,4300000,4300000.0,0.0,0.0,,,,707.0,,0.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=6,https://www.booli.se/bostad/4075715,2018,,,,,57.6831583,12.10318057,,yes,57.6831583,12.10318057,detail_page,Partille,6.27,8.16,5.75,no,no,no
Hytterkullen 9,Villa,Öjersjö,Partille,no,Lagfart,2025-11-28,2025,11,4700000,,,,92.0,,4.0,255.0,51100.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Öjersjö,1.85,7.07,1.28,no,no,no
Smedjegårdsvägen 9A,Radhus,Lexby,Partille,no,Lagfart,2025-11-28,2025,11,2600000,2192000.0,408000.0,18.6,87.0,15.0,4.0,79.0,29900.0,18.6,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Lexby,1.43,9.68,3.48,no,no,no
Jennyhillsvägen 16,Radhus,Mellby,Partille,no,Lagfart,2025-11-26,2025,11,4510000,,,,116.0,2.0,6.0,152.0,38900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=1,https://www.booli.se/bostad/3377643,1978,,,,,57.725615,12.089488,,yes,57.725615,12.089488,detail_page,Mellby,1.85,7.07,1.28,no,no,no
Morkullesträcket 125,Kedjehus,Furulund,Partille,no,Lagfart,2025-11-24,2025,11,5800000,,,,109.0,,3.0,227.0,53200.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Furulund,1.43,9.68,3.48,no,no,no
Goalovsvägen 10,Kedjehus,Övre Kåbäcken,Partille,no,Lagfart,2025-11-24,2025,11,4600000,5038000.0,-438000.0,-8.7,99.0,28.0,4.0,484.0,46500.0,-8.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=4,https://www.booli.se/bostad/3380873,1947,,,,,57.72781354,12.06520369,,yes,57.72781354,12.06520369,detail_page,Partille kommun,2.78,5.78,0.6,no,no,no
Storskiftesvägen 5,Villa,Furuskog,Partille,no,Lagfart,2025-11-23,2025,11,4200000,,,,120.0,60.0,4.0,934.0,35000.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=5,https://www.booli.se/bostad/3362690,1981,,,,,57.71819427,12.12951751,,yes,57.71819427,12.12951751,detail_page,Partille kommun,2.73,9.26,3.77,no,no,no
Brattåskärrsvägen 22,Villa,Sävedalen,Partille,yes,Lagfart,2025-11-21,2025,11,6200000,,,,152.0,67.0,5.0,1144.0,40800.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Sävedalen,1.58,7.27,1.21,no,no,no
Gökegårdshöjden 42,Villa,Partille kommun,Partille,no,Lagfart,2025-11-20,2025,11,2946000,,,,,,,345.0,,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=6,https://www.booli.se/bostad/4075715,2018,,,,,57.6831583,12.10318057,,yes,57.6831583,12.10318057,detail_page,Partille,6.27,8.16,5.75,no,no,no
Växthusgränd 13,Villa,Sävedalen,Partille,yes,Lagfart,2025-11-19,2025,11,6150000,,,,137.0,7.0,4.0,205.0,44900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Sävedalen,1.58,7.27,1.21,no,no,no
Växthusgränd 27,Radhus,Sävedalen,Partille,yes,Lagfart,2025-11-19,2025,11,6375000,,,,142.0,7.0,5.0,175.0,44900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Sävedalen,1.58,7.27,1.21,no,no,no
Kullegärdet 24,Radhus,Ugglum,Partille,no,Slutpris,2025-11-14,2025,11,4500000,4500000.0,0.0,0.0,132.0,,5.0,175.0,34100.0,0.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=6,https://www.booli.se/bostad/4075715,2018,,,,,57.6831583,12.10318057,,yes,57.6831583,12.10318057,detail_page,Ugglum,6.27,8.16,5.75,no,no,no
Storegården 83,Parhus,Öjersjö,Partille,no,Lagfart,2025-11-14,2025,11,5200000,,,,118.0,,6.0,248.0,44100.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=4,https://www.booli.se/bostad/3380873,1947,,,,,57.72781354,12.06520369,,yes,57.72781354,12.06520369,detail_page,Öjersjö,2.78,5.78,0.6,no,no,no
Sotenäsvägen 47,Villa,Sävedalen,Partille,yes,Lagfart,2025-11-12,2025,11,8800000,8862000.0,-62000.0,-0.7,186.0,30.0,6.0,1251.0,47300.0,-0.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=4,https://www.booli.se/bostad/3380873,1947,,,,,57.72781354,12.06520369,,yes,57.72781354,12.06520369,detail_page,Sävedalen,2.78,5.78,0.6,no,no,no
Kalibervägen 1,Villa,Öjersjö,Partille,no,Lagfart,2025-11-12,2025,11,8875000,,,,161.0,,6.0,843.0,55100.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=4,https://www.booli.se/bostad/3380873,1947,,,,,57.72781354,12.06520369,,yes,57.72781354,12.06520369,detail_page,Öjersjö,2.78,5.78,0.6,no,no,no
Skolvägen 12,Villa,Sävedalen,Partille,yes,Lagfart,2025-11-12,2025,11,8200000,7558000.0,642000.0,8.5,240.0,103.0,8.0,970.0,34200.0,8.5,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=4,https://www.booli.se/bostad/3380873,1947,,,,,57.72781354,12.06520369,,yes,57.72781354,12.06520369,detail_page,Sävedalen,2.78,5.78,0.6,no,no,no
Gökskullavägen 28,Parhus,Öjersjö,Partille,no,Lagfart,2025-11-10,2025,11,4750000,4279000.0,471000.0,11.0,87.0,,4.0,230.0,54600.0,11.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=4,https://www.booli.se/bostad/3380873,1947,,,,,57.72781354,12.06520369,,yes,57.72781354,12.06520369,detail_page,Öjersjö,2.78,5.78,0.6,no,no,no
Fjällvindsvägen 49,Villa,Furulund,Partille,no,Lagfart,2025-11-09,2025,11,6450000,,,,132.0,13.0,4.0,662.0,48900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Furulund,1.58,7.27,1.21,no,no,no
Helgas väg 18D,Villa,Öjersjö,Partille,no,Slutpris,2025-11-07,2025,11,6250000,6497000.0,-247000.0,-3.8,121.0,,5.0,213.0,51700.0,-3.8,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=6,https://www.booli.se/bostad/4075715,2018,,,,,57.6831583,12.10318057,,yes,57.6831583,12.10318057,detail_page,Öjersjö,6.27,8.16,5.75,no,no,no
Laggarns väg 2,Villa,Furuskog,Partille,no,Lagfart,2025-11-07,2025,11,5250000,,,,125.0,,5.0,586.0,42000.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Partille kommun,1.58,7.27,1.21,no,no,no
Kullegärdet 27,Radhus,Sävedalen,Partille,yes,Lagfart,2025-11-07,2025,11,4790000,5156000.0,-366000.0,-7.1,132.0,,4.0,175.0,36300.0,-7.1,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=4,https://www.booli.se/bostad/3380873,1947,,,,,57.72781354,12.06520369,,yes,57.72781354,12.06520369,detail_page,Sävedalen,2.78,5.78,0.6,no,no,no
Puketorpsvägen 4,Villa,Ugglum,Partille,no,Lagfart,2025-11-07,2025,11,7100000,,,,115.0,40.0,,1018.0,61700.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=5,https://www.booli.se/bostad/3362690,1981,,,,,57.71819427,12.12951751,,yes,57.71819427,12.12951751,detail_page,Ugglum,2.73,9.26,3.77,no,no,no
Härkeshultsvägen 12,Villa,Jonsered,Partille,no,Slutpris,2025-11-06,2025,11,6250000,,,,120.0,5.0,6.0,1287.0,52100.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=6,https://www.booli.se/bostad/4075715,2018,,,,,57.6831583,12.10318057,,yes,57.6831583,12.10318057,detail_page,Jonsered,6.27,8.16,5.75,no,no,no
Gökegårdshöjden 6,Kedjehus,Partille kommun,Partille,no,Lagfart,2025-11-06,2025,11,3615000,3750000.0,-135000.0,-3.6,,,,335.0,,-3.6,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=6,https://www.booli.se/bostad/4075715,2018,,,,,57.6831583,12.10318057,,yes,57.6831583,12.10318057,detail_page,Partille,6.27,8.16,5.75,no,no,no
Kålgården 15,Kedjehus,Öjersjö,Partille,no,Slutpris,2025-11-04,2025,11,8095000,,,,158.0,,,360.0,51200.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=6,https://www.booli.se/bostad/4075715,2018,,,,,57.6831583,12.10318057,,yes,57.6831583,12.10318057,detail_page,Öjersjö,6.27,8.16,5.75,no,no,no
Tvärbackavägen 6,Villa,Kåhög,Partille,no,Lagfart,2025-11-04,2025,11,4900000,,,,109.0,109.0,4.0,719.0,45000.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=4,https://www.booli.se/bostad/3380873,1947,,,,,57.72781354,12.06520369,,yes,57.72781354,12.06520369,detail_page,Kåhög,2.78,5.78,0.6,no,no,no
Gärdesvägen 10,Villa,Sävedalen,Partille,yes,Lagfart,2025-11-03,2025,11,5600000,5833000.0,-233000.0,-4.0,96.0,92.0,6.0,783.0,58300.0,-4.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=4,https://www.booli.se/bostad/3380873,1947,,,,,57.72781354,12.06520369,,yes,57.72781354,12.06520369,detail_page,Sävedalen,2.78,5.78,0.6,no,no,no
Skogsmossevägen 9,Villa,Partille kommun,Partille,no,Lagfart,2025-11-03,2025,11,4700000,,,,115.0,,,1612.0,40900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=7,https://www.booli.se/bostad/3374175,1981,,,,,57.7306907,12.12873119,,yes,57.7306907,12.12873119,detail_page,Partille,1.64,9.47,3.4,no,no,no
Brase-Emmas väg 30,Villa,Partille kommun,Partille,no,Lagfart,2025-11-03,2025,11,4100000,4084000.0,16000.0,0.4,,,,661.0,,0.4,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=7,https://www.booli.se/bostad/3374175,1981,,,,,57.7306907,12.12873119,,yes,57.7306907,12.12873119,detail_page,Partille,1.64,9.47,3.4,no,no,no
Jons väg 68,Radhus,Jonsered,Partille,no,Lagfart,2025-11-01,2025,11,5725000,,,,138.0,10.0,5.0,152.0,41500.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Jonsered,1.58,7.27,1.21,no,no,no
Brase-Emmas väg 2,Villa,Öjersjö,Partille,no,Slutpris,2025-10-31,2025,10,7025000,6748000.0,277000.0,4.1,126.0,10.0,5.0,393.0,55800.0,4.1,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=7,https://www.booli.se/bostad/3374175,1981,,,,,57.7306907,12.12873119,,yes,57.7306907,12.12873119,detail_page,Öjersjö,1.64,9.47,3.4,no,no,no
Paradisvägen 15,Villa,Mellby,Partille,no,Lagfart,2025-10-31,2025,10,3775000,4068000.0,-293000.0,-7.2,146.0,91.0,,790.0,25900.0,-7.2,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Mellby,1.58,7.27,1.21,no,no,no
Brasebacken 41,Villa,Öjersjö,Partille,no,Lagfart,2025-10-31,2025,10,5600000,,,,134.0,,5.0,457.0,41800.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Öjersjö,1.58,7.27,1.21,no,no,no
Eksvängen 20,Villa,Öjersjö,Partille,no,Lagfart,2025-10-31,2025,10,7250000,,,,126.0,,5.0,258.0,57500.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Öjersjö,1.58,7.27,1.21,no,no,no
Kyrkåsliden 2,Villa,Mellby,Partille,no,Lagfart,2025-10-31,2025,10,6600000,,,,267.0,86.0,11.0,1831.0,24700.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Mellby,1.58,7.27,1.21,no,no,no
Nedre Källvägen 10,Villa,Partille kommun,Partille,no,Lagfart,2025-10-30,2025,10,7600000,7532000.0,68000.0,0.9,124.0,66.0,,983.0,61300.0,0.9,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=7,https://www.booli.se/bostad/3374175,1981,,,,,57.7306907,12.12873119,,yes,57.7306907,12.12873119,detail_page,Partille,1.64,9.47,3.4,no,no,no
Stora Ringvägen 52,Villa,Sävedalen,Partille,yes,Lagfart,2025-10-30,2025,10,7000000,,,,223.0,115.0,8.0,1009.0,31400.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Sävedalen,1.58,7.27,1.21,no,no,no
Övre Östergårdsvägen 38,Villa,Partille kommun,Partille,no,Lagfart,2025-10-30,2025,10,4200000,,,,117.0,,,906.0,35900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=7,https://www.booli.se/bostad/3374175,1981,,,,,57.7306907,12.12873119,,yes,57.7306907,12.12873119,detail_page,Partille,1.64,9.47,3.4,no,no,no
Snäckvägen 2,Villa,Sävedalen,Partille,yes,Lagfart,2025-10-29,2025,10,5900000,6674000.0,-774000.0,-11.6,188.0,88.0,10.0,931.0,31400.0,-11.6,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=5,https://www.booli.se/bostad/3362690,1981,,,,,57.71819427,12.12951751,,yes,57.71819427,12.12951751,detail_page,Sävedalen,2.73,9.26,3.77,no,no,no
Öjersjövägen 42A,Parhus,Öjersjö,Partille,no,Slutpris,2025-10-28,2025,10,5500000,,,,94.0,,4.0,316.0,58500.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=7,https://www.booli.se/bostad/3374175,1981,,,,,57.7306907,12.12873119,,yes,57.7306907,12.12873119,detail_page,Öjersjö,1.64,9.47,3.4,no,no,no
J A Wadmans väg 17,Villa,Öjersjö,Partille,no,Lagfart,2025-10-27,2025,10,8325000,,,,162.0,,5.0,877.0,51400.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Öjersjö,1.43,9.68,3.48,no,no,no
Stensvägen 14B,Villa,Sävedalen,Partille,yes,Lagfart,2025-10-24,2025,10,8700000,8914000.0,-214000.0,-2.4,159.0,,7.0,926.0,54700.0,-2.4,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=2,https://www.booli.se/bostad/3368656,1976,,,,,57.74179,12.080407,,yes,57.74179,12.080407,detail_page,Sävedalen,1.58,7.27,1.21,no,no,no
Korsängen 38,Radhus,Ugglum,Partille,no,Lagfart,2025-10-24,2025,10,5175000,,,,117.0,30.0,5.0,145.0,44200.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=3,https://www.booli.se/bostad/1781082,2020,,,,,57.73571794,12.12965405,,yes,57.73571794,12.12965405,detail_page,Ugglum,1.43,9.68,3.48,no,no,no
Mantalsvägen 14,Radhus,Furuskog,Partille,no,Lagfart,2025-10-24,2025,10,4850000,4964000.0,-114000.0,-2.3,129.0,30.0,5.0,160.0,37600.0,-2.3,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=5,https://www.booli.se/bostad/3362690,1981,,,,,57.71819427,12.12951751,,yes,57.71819427,12.12951751,detail_page,Partille kommun,2.73,9.26,3.77,no,no,no
Öjersjö 3:187,Villa,Partille kommun,Partille,no,Lagfart,2025-10-23,2025,10,3500000,,,,,,,1000.0,,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=7,https://www.booli.se/bostad/3374175,1981,,,,,57.7306907,12.12873119,,yes,57.7306907,12.12873119,detail_page,Partille,1.64,9.47,3.4,no,no,no
Hallegårdsvägen 8,Villa,Sävedalen,Partille,yes,Slutpris,2025-10-22,2025,10,7500000,7500000.0,0.0,0.0,145.0,70.0,7.0,542.0,51700.0,0.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=7,https://www.booli.se/bostad/3374175,1981,,,,,57.7306907,12.12873119,,yes,57.7306907,12.12873119,detail_page,Sävedalen,1.64,9.47,3.4,no,no,no
